ADM0_NAME,ADM0_PCODE,ADM1_NAME,ADM1_PCODE,ADM2_NAME,ADM2_PCODE,NAME_3,ADM3_PCODE,F_TL
Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Bhuapur,BD309319,95127
Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Delduar,BD309323,116316
Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Dhanbari,BD309325,100438
Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Ghatail,BD309328,237304
Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Gopalpur,BD309338,115320
Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Kalihati,BD309347,223729
Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Madhupur,BD309357,165290
Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Mirzapur,BD309366,233821
Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Nagarpur,BD309376,167695
Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Sakhipur,BD309385,166280
Bangladesh,BD,Dhaka,BD30,Tangail,BD3093,Tangail Sadar,BD309395,308245
Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Bagerhat Sadar,BD400108,134593
Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Chitalmari,BD400114,67425
Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Fakirhat,BD400134,68650
Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Kachua,BD400138,46638
Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Mollahat,BD400156,66709
Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Mongla,BD400158,57378
Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Morrelganj,BD400160,122398
Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Rampal,BD400173,64876
Bangladesh,BD,Khulna,BD40,Bagerhat,BD4001,Sarankhola,BD400177,57965
Bangladesh,BD,Khulna,BD40,Chuadanga,BD4018,Alamdanga,BD401807,192079
Bangladesh,BD,Khulna,BD40,Chuadanga,BD4018,Chuadanga Sadar,BD401823,175275
Bangladesh,BD,Khulna,BD40,Chuadanga,BD4018,Damurhuda,BD401831,161759
Bangladesh,BD,Khulna,BD40,Chuadanga,BD4018,Jiban Nagar,BD401855,96649
Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Abhaynagar,BD404104,146291
Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Bagher Para,BD404109,120226
Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Chaugachha,BD404111,124620
Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Jhikargachha,BD404123,164847
Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Keshabpur,BD404138,140510
Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Kotwali,BD404147,412406
Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Manirampur,BD404161,227156
Bangladesh,BD,Khulna,BD40,Jessore,BD4041,Sharsha,BD404190,185505
Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Harinakunda,BD404414,112230
Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Jhenaidah Sadar,BD404419,261342
Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Kaliganj,BD404433,155432
Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Kotchandpur,BD404442,73811
Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Maheshpur,BD404471,184099
Bangladesh,BD,Khulna,BD40,Jhenaidah,BD4044,Shailkupa,BD404480,194822
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Batiaghata,BD404712,104009
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Dacope,BD404717,71890
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Daulatpur,BD404721,49336
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Dumuria,BD404730,165168
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Dighalia,BD404740,52139
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Khalishpur,BD404745,50277
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Khan Jahan Ali,BD404748,26537
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Khulna Sadar,BD404751,93041
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Koyra,BD404753,97025
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Paikgachha,BD404764,121477
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Phultala,BD404769,45250
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Rupsa,BD404775,93568
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Sonadanga,BD404785,77545
Bangladesh,BD,Khulna,BD40,Khulna,BD4047,Terokhada,BD404794,60599
Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Bheramara,BD405015,114303
Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Daulatpur,BD405039,230785
Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Khoksa,BD405063,73281
Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Kumarkhali,BD405071,179867
Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Kushtia Sadar,BD405079,293147
Bangladesh,BD,Khulna,BD40,Kushtia,BD4050,Mirpur,BD405094,189432
Bangladesh,BD,Khulna,BD40,Magura,BD4055,Magura Sadar,BD405557,217624
Bangladesh,BD,Khulna,BD40,Magura,BD4055,Mohammadpur,BD405566,115598
Bangladesh,BD,Khulna,BD40,Magura,BD4055,Shalikha,BD405585,90390
Bangladesh,BD,Khulna,BD40,Magura,BD4055,Sreepur,BD405595,89077
Bangladesh,BD,Khulna,BD40,Meherpur,BD4057,Gangni,BD405747,166552
Bangladesh,BD,Khulna,BD40,Meherpur,BD4057,Mujib Nagar,BD405760,54958
Bangladesh,BD,Khulna,BD40,Meherpur,BD4057,Meherpur Sadar,BD405787,141181
Bangladesh,BD,Khulna,BD40,Narail,BD4065,Kalia,BD406528,116095
Bangladesh,BD,Khulna,BD40,Narail,BD4065,Lohagara,BD406552,121235
Bangladesh,BD,Khulna,BD40,Narail,BD4065,Narail Sadar,BD406576,137068
Bangladesh,BD,Khulna,BD40,Satkhira,BD4087,Assasuni,BD408704,143322
Bangladesh,BD,Khulna,BD40,Satkhira,BD4087,Debhata,BD408725,65001
Bangladesh,BD,Khulna,BD40,Satkhira,BD4087,Kalaroa,BD408743,128292
Bangladesh,BD,Khulna,BD40,Satkhira,BD4087,Kaliganj,BD408747,146254
Bangladesh,BD,Khulna,BD40,Satkhira,BD4087,Satkhira Sadar,BD408782,255087
Bangladesh,BD,Khulna,BD40,Satkhira,BD4087,Shyamnagar,BD408786,163304
Bangladesh,BD,Khulna,BD40,Satkhira,BD4087,Tala,BD408790,150251
Bangladesh,BD,Mymensingh,BD45,Jamalpur,BD4539,Bakshiganj,BD453907,136628
Bangladesh,BD,Mymensingh,BD45,Jamalpur,BD4539,Dewanganj,BD453915,146611
Bangladesh,BD,Mymensingh,BD45,Jamalpur,BD4539,Islampur,BD453929,151940
Bangladesh,BD,Mymensingh,BD45,Jamalpur,BD4539,Jamalpur Sadar,BD453936,334892
Bangladesh,BD,Mymensingh,BD45,Jamalpur,BD4539,Madarganj,BD453958,150146
Bangladesh,BD,Mymensingh,BD45,Jamalpur,BD4539,Melandaha,BD453961,168581
Bangladesh,BD,Mymensingh,BD45,Jamalpur,BD4539,Sarishabari,BD453985,168084
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Bhaluka,BD456113,299085
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Dhobaura,BD456116,113054
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Fulbaria,BD456120,253384
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Gaffargaon,BD456122,224834
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Gauripur,BD456123,185559
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Haluaghat,BD456124,156758
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Ishwarganj,BD456131,208518
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Mymensingh Sadar,BD456152,436554
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Muktagachha,BD456165,235161
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Nandail,BD456172,219667
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Phulpur,BD456181,346393
Bangladesh,BD,Mymensingh,BD45,Mymensingh,BD4561,Trishal,BD456194,234628
Bangladesh,BD,Mymensingh,BD45,Netrakona,BD4572,Atpara,BD457204,78126
Bangladesh,BD,Mymensingh,BD45,Netrakona,BD4572,Barhatta,BD457209,101415
Bangladesh,BD,Mymensingh,BD45,Netrakona,BD4572,Durgapur,BD457218,127193
Bangladesh,BD,Mymensingh,BD45,Netrakona,BD4572,Khaliajuri,BD457238,56048
Bangladesh,BD,Mymensingh,BD45,Netrakona,BD4572,Kalmakanda,BD457240,157714
Bangladesh,BD,Mymensingh,BD45,Netrakona,BD4572,Kendua,BD457247,162765
Bangladesh,BD,Mymensingh,BD45,Netrakona,BD4572,Madan,BD457256,82287
Bangladesh,BD,Mymensingh,BD45,Netrakona,BD4572,Mohanganj,BD457263,96447
Bangladesh,BD,Mymensingh,BD45,Netrakona,BD4572,Netrokona Sadar,BD457274,207936
Bangladesh,BD,Mymensingh,BD45,Netrakona,BD4572,Purbadhala,BD457283,172717
Bangladesh,BD,Mymensingh,BD45,Sherpur,BD4589,Jhenaigati,BD458937,82247
Bangladesh,BD,Mymensingh,BD45,Sherpur,BD4589,Nakla,BD458967,100881
Bangladesh,BD,Mymensingh,BD45,Sherpur,BD4589,Nalitabari,BD458970,123156
Bangladesh,BD,Mymensingh,BD45,Sherpur,BD4589,Sherpur Sadar,BD458988,269420
Bangladesh,BD,Mymensingh,BD45,Sherpur,BD4589,Sreebardi,BD458990,137956
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Adamdighi,BD501006,100117
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Bogra Sadar,BD501020,322598
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Dhunat,BD501027,159401
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Dhupchanchia,BD501033,97138
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Gabtali,BD501040,175061
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Kahaloo,BD501054,125815
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Nandigram,BD501067,95559
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Sariakandi,BD501081,151694
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Shajahanpur,BD501085,170190
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Sherpur,BD501088,193784
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Shibganj,BD501094,199383
Bangladesh,BD,Rajshahi,BD50,Bogra,BD5010,Sonatola,BD501095,104777
Bangladesh,BD,Rajshahi,BD50,Joypurhat,BD5038,Akkelpur,BD503813,72835
Bangladesh,BD,Rajshahi,BD50,Joypurhat,BD5038,Joypurhat Sadar,BD503847,158353
Bangladesh,BD,Rajshahi,BD50,Joypurhat,BD5038,Kalai,BD503858,78949
Bangladesh,BD,Rajshahi,BD50,Joypurhat,BD5038,Khetlal,BD503861,49223
Bangladesh,BD,Rajshahi,BD50,Joypurhat,BD5038,Panchbibi,BD503874,126063
Bangladesh,BD,Rajshahi,BD50,Naogaon,BD5064,Atrai,BD506403,103053
Bangladesh,BD,Rajshahi,BD50,Naogaon,BD5064,Badalgachhi,BD506406,107822
Bangladesh,BD,Rajshahi,BD50,Naogaon,BD5064,Dhamoirhat,BD506428,98062
Bangladesh,BD,Rajshahi,BD50,Naogaon,BD5064,Manda,BD506447,186853
Bangladesh,BD,Rajshahi,BD50,Naogaon,BD5064,Mahadebpur,BD506450,159226
Bangladesh,BD,Rajshahi,BD50,Naogaon,BD5064,Naogaon Sadar,BD506460,227183
Bangladesh,BD,Rajshahi,BD50,Naogaon,BD5064,Niamatpur,BD506469,135949
Bangladesh,BD,Rajshahi,BD50,Naogaon,BD5064,Patnitala,BD506475,125799
Bangladesh,BD,Rajshahi,BD50,Naogaon,BD5064,Porsha,BD506479,70162
Bangladesh,BD,Rajshahi,BD50,Naogaon,BD5064,Raninagar,BD506485,93001
Bangladesh,BD,Rajshahi,BD50,Naogaon,BD5064,Sapahar,BD506486,89279
Bangladesh,BD,Rajshahi,BD50,Natore,BD5069,Bagati Para,BD506909,71932
Bangladesh,BD,Rajshahi,BD50,Natore,BD5069,Baraigram,BD506915,159742
Bangladesh,BD,Rajshahi,BD50,Natore,BD5069,Gurudaspur,BD506941,117106
Bangladesh,BD,Rajshahi,BD50,Natore,BD5069,Lalpur,BD506944,152240
Bangladesh,BD,Rajshahi,BD50,Natore,BD5069,Natore Sadar,BD506963,240573
Bangladesh,BD,Rajshahi,BD50,Natore,BD5069,Singra,BD506991,204564
Bangladesh,BD,Rajshahi,BD50,Nawabganj,BD5070,Bholahat,BD507018,57572
Bangladesh,BD,Rajshahi,BD50,Nawabganj,BD5070,Gomastapur,BD507037,158117
Bangladesh,BD,Rajshahi,BD50,Nawabganj,BD5070,Nachole,BD507056,80244
Bangladesh,BD,Rajshahi,BD50,Nawabganj,BD5070,Nawabganj Sadar,BD507066,320368
Bangladesh,BD,Rajshahi,BD50,Nawabganj,BD5070,Shibganj,BD507088,340153
Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Atgharia,BD507605,90410
Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Bera,BD507616,140656
Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Bhangura,BD507619,77961
Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Chatmohar,BD507622,177020
Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Faridpur,BD507633,67270
Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Ishwardi,BD507639,163834
Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Pabna Sadar,BD507655,362715
Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Santhia,BD507672,219995
Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Sujanagar,BD507683,152684
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Bagha,BD508110,99123
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Baghmara,BD508112,195989
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Boalia,BD508122,121355
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Charghat,BD508125,114307
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Durgapur,BD508131,101635
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Godagari,BD508134,193413
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Matihar,BD508140,33694
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Mohanpur,BD508153,93424
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Paba,BD508172,184321
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Puthia,BD508182,111234
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Rajpara,BD508185,74516
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Shah Makhdum,BD508190,16879
Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Tanore,BD508194,105761
Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Belkuchi,BD508811,198930
Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Chauhali,BD508827,80420
Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Kamarkhanda,BD508844,74979
Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Kazipur,BD508850,141225
Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Royganj,BD508861,188107
Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Shahjadpur,BD508867,326530
Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Sirajganj Sadar,BD508878,312768
Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Tarash,BD508889,116495
Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Ullah Para,BD508894,324061
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Birampur,BD552710,94887
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Birganj,BD552712,183804
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Biral,BD552717,140634
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Bochaganj,BD552721,86568
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Chirirbandar,BD552730,159015
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Fulbari,BD552738,100203
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Ghoraghat,BD552743,66526
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Hakimpur,BD552747,50116
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Kaharole,BD552756,85906
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Khansama,BD552760,95815
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Dinajpur Sadar,BD552764,266077
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Nawabganj,BD552769,127312
Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Parbatipur,BD552777,201353
Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Fulchhari,BD553221,99117
Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Gaibandha Sadar,BD553224,246251
Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Gobindaganj,BD553230,286513
Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Palashbari,BD553267,130295
Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Sadullapur,BD553282,157022
Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Saghatta,BD553288,145101
Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Sundarganj,BD553291,272364
Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Bhurungamari,BD554906,137855
Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Char Rajibpur,BD554908,43488
Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Chilmari,BD554909,67296
Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Phulbari,BD554918,92702
Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Kurigram Sadar,BD554952,189418
Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Nageshwari,BD554961,244946
Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Rajarhat,BD554977,100416
Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Raumari,BD554979,118756
Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Ulipur,BD554994,222485
Bangladesh,BD,Rangpur,BD55,Lalmonirhat,BD5552,Aditmari,BD555202,122600
Bangladesh,BD,Rangpur,BD55,Lalmonirhat,BD5552,Hatibandha,BD555233,131181
Bangladesh,BD,Rangpur,BD55,Lalmonirhat,BD5552,Kaliganj,BD555239,138323
Bangladesh,BD,Rangpur,BD55,Lalmonirhat,BD5552,Lalmonirhat Sadar,BD555255,190060
Bangladesh,BD,Rangpur,BD55,Lalmonirhat,BD5552,Patgram,BD555270,120308
Bangladesh,BD,Rangpur,BD55,Nilphamari,BD5573,Dimla,BD557312,178352
Bangladesh,BD,Rangpur,BD55,Nilphamari,BD5573,Domar,BD557315,142119
Bangladesh,BD,Rangpur,BD55,Nilphamari,BD5573,Jaldhaka,BD557336,208838
Bangladesh,BD,Rangpur,BD55,Nilphamari,BD5573,Kishoreganj,BD557345,131104
Bangladesh,BD,Rangpur,BD55,Nilphamari,BD5573,Nilphamari Sadar,BD557364,250285
Bangladesh,BD,Rangpur,BD55,Nilphamari,BD5573,Saidpur,BD557385,146537
Bangladesh,BD,Rangpur,BD55,Panchagarh,BD5577,Atwari,BD557704,77031
Bangladesh,BD,Rangpur,BD55,Panchagarh,BD5577,Boda,BD557725,132317
Bangladesh,BD,Rangpur,BD55,Panchagarh,BD5577,Debiganj,BD557734,134497
Bangladesh,BD,Rangpur,BD55,Panchagarh,BD5577,Panchagarh Sadar,BD557773,157916
Bangladesh,BD,Rangpur,BD55,Panchagarh,BD5577,Tentulia,BD557790,73045
Bangladesh,BD,Rangpur,BD55,Rangpur,BD5585,Badarganj,BD558503,158451
Bangladesh,BD,Rangpur,BD55,Rangpur,BD5585,Gangachara,BD558527,167752
Bangladesh,BD,Rangpur,BD55,Rangpur,BD5585,Kaunia,BD558542,120381
Bangladesh,BD,Rangpur,BD55,Rangpur,BD5585,Rangpur Sadar,BD558549,415366
Bangladesh,BD,Rangpur,BD55,Rangpur,BD5585,Mitha Pukur,BD558558,287086
Bangladesh,BD,Rangpur,BD55,Rangpur,BD5585,Pirgachha,BD558573,167465
Bangladesh,BD,Rangpur,BD55,Rangpur,BD5585,Pirganj,BD558576,214347
Bangladesh,BD,Rangpur,BD55,Rangpur,BD5585,Taraganj,BD558592,83734
Bangladesh,BD,Rangpur,BD55,Thakurgaon,BD5594,Baliadangi,BD559408,109438
Bangladesh,BD,Rangpur,BD55,Thakurgaon,BD5594,Haripur,BD559451,84223
Bangladesh,BD,Rangpur,BD55,Thakurgaon,BD5594,Pirganj,BD559482,135055
Bangladesh,BD,Rangpur,BD55,Thakurgaon,BD5594,Ranisankail,BD559486,122977
Bangladesh,BD,Rangpur,BD55,Thakurgaon,BD5594,Thakurgaon Sadar,BD559494,327497
Bangladesh,BD,Sylhet,BD60,Habiganj,BD6036,Ajmiriganj,BD603602,65928
Bangladesh,BD,Sylhet,BD60,Habiganj,BD6036,Bahubal,BD603605,117330
Bangladesh,BD,Sylhet,BD60,Habiganj,BD6036,Baniachong,BD603611,207991
Bangladesh,BD,Sylhet,BD60,Habiganj,BD6036,Chunarughat,BD603626,173095
Bangladesh,BD,Sylhet,BD60,Habiganj,BD6036,Habiganj Sadar,BD603644,196533
Bangladesh,BD,Sylhet,BD60,Habiganj,BD6036,Lakhai,BD603668,96331
Bangladesh,BD,Sylhet,BD60,Habiganj,BD6036,Madhabpur,BD603671,189260
Bangladesh,BD,Sylhet,BD60,Habiganj,BD6036,Nabiganj,BD603677,210413
Bangladesh,BD,Sylhet,BD60,Maulvibazar,BD6058,Barlekha,BD605814,144148
Bangladesh,BD,Sylhet,BD60,Maulvibazar,BD6058,Juri,BD605835,97358
Bangladesh,BD,Sylhet,BD60,Maulvibazar,BD6058,Kamalganj,BD605856,146267
Bangladesh,BD,Sylhet,BD60,Maulvibazar,BD6058,Kulaura,BD605865,236600
Bangladesh,BD,Sylhet,BD60,Maulvibazar,BD6058,Maulvi Bazar Sadar,BD605874,206594
Bangladesh,BD,Sylhet,BD60,Maulvibazar,BD6058,Rajnagar,BD605880,143020
Bangladesh,BD,Sylhet,BD60,Maulvibazar,BD6058,Sreemangal,BD605883,179607
Bangladesh,BD,Sylhet,BD60,Sunamganj,BD6090,Bishwambarpur,BD609018,96365
Bangladesh,BD,Sylhet,BD60,Sunamganj,BD6090,Chhatak,BD609023,235541
Bangladesh,BD,Sylhet,BD60,Sunamganj,BD6090,Dakshin Sunamganj,BD609027,117125
Bangladesh,BD,Sylhet,BD60,Sunamganj,BD6090,Derai,BD609029,144893
Bangladesh,BD,Sylhet,BD60,Sunamganj,BD6090,Dharampasha,BD609032,134943
Bangladesh,BD,Sylhet,BD60,Sunamganj,BD6090,Dowarabazar,BD609033,148488
Bangladesh,BD,Sylhet,BD60,Sunamganj,BD6090,Jagannathpur,BD609047,147876
Bangladesh,BD,Sylhet,BD60,Sunamganj,BD6090,Jamalganj,BD609050,98581
Bangladesh,BD,Sylhet,BD60,Sunamganj,BD6090,Sulla,BD609086,62598
Bangladesh,BD,Sylhet,BD60,Sunamganj,BD6090,Sunamganj Sadar,BD609089,175312
Bangladesh,BD,Sylhet,BD60,Sunamganj,BD6090,Tahirpur,BD609092,145747
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Balaganj,BD609108,202550
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Beani Bazar,BD609117,155266
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Bishwanath,BD609120,143001
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Companiganj,BD609127,130661
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Dakshin Surma,BD609131,206132
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Fenchuganj,BD609135,57854
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Golabganj,BD609138,192670
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Gowainghat,BD609141,199943
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Jaintiapur,BD609153,107894
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Kanaighat,BD609159,162704
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Sylhet Sadar,BD609162,631015
Bangladesh,BD,Sylhet,BD60,Sylhet,BD6091,Zakiganj,BD609194,141436